filepath,label,taxon_id,observation_id,photo_id,width,height
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345589547_629832927.jpg,monarch,48662,345589547,629832927,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345597876_629847656.jpg,monarch,48662,345597876,629847656,1024,897
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345598560_629850408.jpg,monarch,48662,345598560,629850408,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345599164_629851775.jpg,monarch,48662,345599164,629851775,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345599195_629851469.jpg,monarch,48662,345599195,629851469,718,788
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345601809_629856826.jpg,monarch,48662,345601809,629856826,790,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345609231_629873451.jpg,monarch,48662,345609231,629873451,576,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345615621_629888041.jpg,monarch,48662,345615621,629888041,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345638206_629933628.jpg,monarch,48662,345638206,629933628,1024,768
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345658952_629972497.jpg,monarch,48662,345658952,629972497,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345681772_630014972.jpg,monarch,48662,345681772,630014972,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345682647_630016421.jpg,monarch,48662,345682647,630016421,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345696295_630043059.jpg,monarch,48662,345696295,630043059,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345700814_630051713.jpg,monarch,48662,345700814,630051713,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345701748_630053594.jpg,monarch,48662,345701748,630053594,1024,768
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345702834_630055613.jpg,monarch,48662,345702834,630055613,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345704240_630058780.jpg,monarch,48662,345704240,630058780,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345704551_630059561.jpg,monarch,48662,345704551,630059561,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345705646_630061533.jpg,monarch,48662,345705646,630061533,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345706557_630063243.jpg,monarch,48662,345706557,630063243,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345707047_630064283.jpg,monarch,48662,345707047,630064283,1024,768
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345709764_630069990.jpg,monarch,48662,345709764,630069990,1024,768
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345711170_630072356.jpg,monarch,48662,345711170,630072356,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345711596_630073230.jpg,monarch,48662,345711596,630073230,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345711706_630073445.jpg,monarch,48662,345711706,630073445,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345712752_630075393.jpg,monarch,48662,345712752,630075393,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345713010_630076003.jpg,monarch,48662,345713010,630076003,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345713259_630077337.jpg,monarch,48662,345713259,630077337,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345714616_630079419.jpg,monarch,48662,345714616,630079419,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345714896_630079870.jpg,monarch,48662,345714896,630079870,1024,768
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345715347_630080675.jpg,monarch,48662,345715347,630080675,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345715948_630082028.jpg,monarch,48662,345715948,630082028,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345716881_630083700.jpg,monarch,48662,345716881,630083700,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345718867_630086882.jpg,monarch,48662,345718867,630086882,473,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345720347_630090032.jpg,monarch,48662,345720347,630090032,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345725265_630098512.jpg,monarch,48662,345725265,630098512,850,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345734116_630115616.jpg,monarch,48662,345734116,630115616,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345734324_630116123.jpg,monarch,48662,345734324,630116123,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345736767_630120306.jpg,monarch,48662,345736767,630120306,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345737396_630121600.jpg,monarch,48662,345737396,630121600,858,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345737962_630122787.jpg,monarch,48662,345737962,630122787,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345742546_630131303.jpg,monarch,48662,345742546,630131303,576,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345744277_630134228.jpg,monarch,48662,345744277,630134228,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345759387_630164293.jpg,monarch,48662,345759387,630164293,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345760973_630167775.jpg,monarch,48662,345760973,630167775,1024,768
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345765451_630175712.jpg,monarch,48662,345765451,630175712,576,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345774645_630193986.jpg,monarch,48662,345774645,630193986,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345784956_630214693.jpg,monarch,48662,345784956,630214693,1024,768
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345785555_630215668.jpg,monarch,48662,345785555,630215668,1024,768
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345788263_630221031.jpg,monarch,48662,345788263,630221031,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345789067_630222536.jpg,monarch,48662,345789067,630222536,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345798959_630240899.jpg,monarch,48662,345798959,630240899,1024,940
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345803014_630249811.jpg,monarch,48662,345803014,630249811,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345803322_630245308.jpg,monarch,48662,345803322,630245308,1022,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345803911_630251643.jpg,monarch,48662,345803911,630251643,576,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345804664_630253196.jpg,monarch,48662,345804664,630253196,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345804741_630253306.jpg,monarch,48662,345804741,630253306,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345804937_630253522.jpg,monarch,48662,345804937,630253522,793,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345805168_630253971.jpg,monarch,48662,345805168,630253971,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345806022_630252868.jpg,monarch,48662,345806022,630252868,640,480
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345806024_630252884.jpg,monarch,48662,345806024,630252884,1024,768
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345806027_630252919.jpg,monarch,48662,345806027,630252919,1024,768
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345806095_630255886.jpg,monarch,48662,345806095,630255886,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345806218_630256142.jpg,monarch,48662,345806218,630256142,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345806545_630256771.jpg,monarch,48662,345806545,630256771,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345808194_630259753.jpg,monarch,48662,345808194,630259753,1024,769
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345811885_630267243.jpg,monarch,48662,345811885,630267243,1010,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345812853_630269024.jpg,monarch,48662,345812853,630269024,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345818025_630280621.jpg,monarch,48662,345818025,630280621,1024,779
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345860732_630369156.jpg,monarch,48662,345860732,630369156,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345869497_630386626.jpg,monarch,48662,345869497,630386626,767,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345877007_630400833.jpg,monarch,48662,345877007,630400833,1024,683
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345916057_630475860.jpg,monarch,48662,345916057,630475860,1024,913
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345927935_630497676.jpg,monarch,48662,345927935,630497676,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345928092_630497961.jpg,monarch,48662,345928092,630497961,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345931284_630504523.jpg,monarch,48662,345931284,630504523,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345935552_630512771.jpg,monarch,48662,345935552,630512771,576,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345936434_630514160.jpg,monarch,48662,345936434,630514160,1024,768
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345939821_630521426.jpg,monarch,48662,345939821,630521426,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345949552_630539787.jpg,monarch,48662,345949552,630539787,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345956747_630553020.jpg,monarch,48662,345956747,630553020,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345960821_630560591.jpg,monarch,48662,345960821,630560591,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345962179_630563041.jpg,monarch,48662,345962179,630563041,472,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345962211_630563131.jpg,monarch,48662,345962211,630563131,1024,576
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345965470_630569930.jpg,monarch,48662,345965470,630569930,1024,768
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345966289_630571443.jpg,monarch,48662,345966289,630571443,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345966349_630569057.jpg,monarch,48662,345966349,630569057,1024,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345966357_630569103.jpg,monarch,48662,345966357,630569103,1024,819
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345972463_630585415.jpg,monarch,48662,345972463,630585415,1024,1010
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345978228_630595799.jpg,monarch,48662,345978228,630595799,1024,576
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345979764_630598168.jpg,monarch,48662,345979764,630598168,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345980949_630600585.jpg,monarch,48662,345980949,630600585,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345980957_630599970.jpg,monarch,48662,345980957,630599970,1024,878
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345980967_630600402.jpg,monarch,48662,345980967,630600402,1024,786
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345985290_630608904.jpg,monarch,48662,345985290,630608904,576,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345985497_630609302.jpg,monarch,48662,345985497,630609302,576,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345991330_630619438.jpg,monarch,48662,345991330,630619438,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345993966_630624658.jpg,monarch,48662,345993966,630624658,1024,768
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345994546_630625485.jpg,monarch,48662,345994546,630625485,1024,987
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345999269_630634453.jpg,monarch,48662,345999269,630634453,1024,683
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345999445_630635392.jpg,monarch,48662,345999445,630635392,1024,683
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_346002404_630640355.jpg,monarch,48662,346002404,630640355,689,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_346009350_630654341.jpg,monarch,48662,346009350,630654341,510,409
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_346018510_630671625.jpg,monarch,48662,346018510,630671625,1024,814
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_346023275_630681776.jpg,monarch,48662,346023275,630681776,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_346025910_630686747.jpg,monarch,48662,346025910,630686747,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_346026000_630686880.jpg,monarch,48662,346026000,630686880,1024,768
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_346027180_630689222.jpg,monarch,48662,346027180,630689222,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_346030002_630694862.jpg,monarch,48662,346030002,630694862,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_346031656_630697523.jpg,monarch,48662,346031656,630697523,1024,951
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_346033619_630702046.jpg,monarch,48662,346033619,630702046,824,651
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_346034613_630698209.jpg,monarch,48662,346034613,630698209,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_346037598_630701360.jpg,monarch,48662,346037598,630701360,1024,819
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_346038224_630711665.jpg,monarch,48662,346038224,630711665,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_346041512_630718138.jpg,monarch,48662,346041512,630718138,1024,959
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_346041577_630720583.jpg,monarch,48662,346041577,630720583,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_346042066_630719318.jpg,monarch,48662,346042066,630719318,1024,688
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_346050836_630736555.jpg,monarch,48662,346050836,630736555,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_346051278_630737723.jpg,monarch,48662,346051278,630737723,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_346051491_630736698.jpg,monarch,48662,346051491,630736698,1024,768
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_346054550_630743475.jpg,monarch,48662,346054550,630743475,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_346054905_630744246.jpg,monarch,48662,346054905,630744246,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_346054966_630743392.jpg,monarch,48662,346054966,630743392,1024,768
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_346055939_630746341.jpg,monarch,48662,346055939,630746341,1024,768
