filepath,label,taxon_id,observation_id,photo_id,width,height
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345489536_629632024.jpg,monarch,48662,345489536,629632024,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345490692_629634490.jpg,monarch,48662,345490692,629634490,809,835
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345493876_629640917.jpg,monarch,48662,345493876,629640917,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345494140_629641361.jpg,monarch,48662,345494140,629641361,1024,768
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345498415_629650446.jpg,monarch,48662,345498415,629650446,1024,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345503489_629660573.jpg,monarch,48662,345503489,629660573,1015,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345504442_629662449.jpg,monarch,48662,345504442,629662449,473,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345504625_629662831.jpg,monarch,48662,345504625,629662831,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345519233_629691558.jpg,monarch,48662,345519233,629691558,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345521503_629688416.jpg,monarch,48662,345521503,629688416,1024,724
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345521511_629688510.jpg,monarch,48662,345521511,629688510,1024,810
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345524152_629700758.jpg,monarch,48662,345524152,629700758,999,925
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345530665_629713235.jpg,monarch,48662,345530665,629713235,473,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345537369_629726821.jpg,monarch,48662,345537369,629726821,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345539212_629730242.jpg,monarch,48662,345539212,629730242,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345540016_629731822.jpg,monarch,48662,345540016,629731822,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345546517_629743985.jpg,monarch,48662,345546517,629743985,744,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345547904_630340412.jpg,monarch,48662,345547904,630340412,762,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345548176_629747627.jpg,monarch,48662,345548176,629747627,1024,969
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345549176_629770120.jpg,monarch,48662,345549176,629770120,1024,768
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345550955_629865799.jpg,monarch,48662,345550955,629865799,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345551073_629752833.jpg,monarch,48662,345551073,629752833,1024,701
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345554945_629760788.jpg,monarch,48662,345554945,629760788,824,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345555025_629760615.jpg,monarch,48662,345555025,629760615,986,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345555416_629761040.jpg,monarch,48662,345555416,629761040,1024,768
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345557612_629766193.jpg,monarch,48662,345557612,629766193,774,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345562415_629778390.jpg,monarch,48662,345562415,629778390,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345567129_629785647.jpg,monarch,48662,345567129,629785647,767,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345569347_629790644.jpg,monarch,48662,345569347,629790644,1024,576
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345569869_629791933.jpg,monarch,48662,345569869,629791933,576,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345569878_629791954.jpg,monarch,48662,345569878,629791954,576,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345569888_629791973.jpg,monarch,48662,345569888,629791973,576,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345569914_629792057.jpg,monarch,48662,345569914,629792057,576,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345570344_629793164.jpg,monarch,48662,345570344,629793164,1024,966
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345574764_629802673.jpg,monarch,48662,345574764,629802673,1024,768
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345576897_629806568.jpg,monarch,48662,345576897,629806568,576,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345577300_629807268.jpg,monarch,48662,345577300,629807268,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345580625_629814780.jpg,monarch,48662,345580625,629814780,1024,768
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345581334_629816302.jpg,monarch,48662,345581334,629816302,1024,768
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345581556_629816728.jpg,monarch,48662,345581556,629816728,1024,768
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345583734_629821248.jpg,monarch,48662,345583734,629821248,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345584030_629821710.jpg,monarch,48662,345584030,629821710,577,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345587071_629827804.jpg,monarch,48662,345587071,629827804,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345589547_629832927.jpg,monarch,48662,345589547,629832927,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345591367_629836353.jpg,monarch,48662,345591367,629836353,1024,473
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345597876_629847656.jpg,monarch,48662,345597876,629847656,1024,897
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345598560_629850408.jpg,monarch,48662,345598560,629850408,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345599164_629851775.jpg,monarch,48662,345599164,629851775,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345599195_629851469.jpg,monarch,48662,345599195,629851469,718,788
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345599199_629851519.jpg,monarch,48662,345599199,629851519,771,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345599786_629849691.jpg,monarch,48662,345599786,629849691,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345601809_629856826.jpg,monarch,48662,345601809,629856826,790,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345608349_629871649.jpg,monarch,48662,345608349,629871649,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345609231_629873451.jpg,monarch,48662,345609231,629873451,576,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345612767_629881674.jpg,monarch,48662,345612767,629881674,898,706
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345615621_629888041.jpg,monarch,48662,345615621,629888041,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345617941_629892737.jpg,monarch,48662,345617941,629892737,1024,768
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345638206_629933628.jpg,monarch,48662,345638206,629933628,1024,768
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345657673_629986386.jpg,monarch,48662,345657673,629986386,1024,768
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345658952_629972497.jpg,monarch,48662,345658952,629972497,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345676981_630006177.jpg,monarch,48662,345676981,630006177,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345681772_630014972.jpg,monarch,48662,345681772,630014972,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345682647_630016421.jpg,monarch,48662,345682647,630016421,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345696295_630043059.jpg,monarch,48662,345696295,630043059,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345699810_630050086.jpg,monarch,48662,345699810,630050086,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345700814_630051713.jpg,monarch,48662,345700814,630051713,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345700957_630052024.jpg,monarch,48662,345700957,630052024,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345701360_630052877.jpg,monarch,48662,345701360,630052877,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345701748_630053594.jpg,monarch,48662,345701748,630053594,1024,768
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345701955_630053832.jpg,monarch,48662,345701955,630053832,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345702533_630054972.jpg,monarch,48662,345702533,630054972,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345702834_630055613.jpg,monarch,48662,345702834,630055613,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345704240_630058780.jpg,monarch,48662,345704240,630058780,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345704551_630059561.jpg,monarch,48662,345704551,630059561,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345705646_630061533.jpg,monarch,48662,345705646,630061533,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345706133_630062435.jpg,monarch,48662,345706133,630062435,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345706557_630063243.jpg,monarch,48662,345706557,630063243,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345707047_630064283.jpg,monarch,48662,345707047,630064283,1024,768
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345709764_630069990.jpg,monarch,48662,345709764,630069990,1024,768
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345710683_630071760.jpg,monarch,48662,345710683,630071760,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345710913_630071917.jpg,monarch,48662,345710913,630071917,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345711170_630072356.jpg,monarch,48662,345711170,630072356,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345711596_630073230.jpg,monarch,48662,345711596,630073230,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345711706_630073445.jpg,monarch,48662,345711706,630073445,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345711965_630073775.jpg,monarch,48662,345711965,630073775,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345712752_630075393.jpg,monarch,48662,345712752,630075393,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345713010_630076003.jpg,monarch,48662,345713010,630076003,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345713259_630077337.jpg,monarch,48662,345713259,630077337,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345713724_630077416.jpg,monarch,48662,345713724,630077416,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345714616_630079419.jpg,monarch,48662,345714616,630079419,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345714896_630079870.jpg,monarch,48662,345714896,630079870,1024,768
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345715347_630080675.jpg,monarch,48662,345715347,630080675,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345715948_630082028.jpg,monarch,48662,345715948,630082028,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345716881_630083700.jpg,monarch,48662,345716881,630083700,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345718640_630086667.jpg,monarch,48662,345718640,630086667,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345718867_630086882.jpg,monarch,48662,345718867,630086882,473,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345720347_630090032.jpg,monarch,48662,345720347,630090032,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345720691_630090262.jpg,monarch,48662,345720691,630090262,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345722506_630093518.jpg,monarch,48662,345722506,630093518,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345725265_630098512.jpg,monarch,48662,345725265,630098512,850,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345733887_630115124.jpg,monarch,48662,345733887,630115124,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345734116_630115616.jpg,monarch,48662,345734116,630115616,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345734324_630116123.jpg,monarch,48662,345734324,630116123,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345736767_630120306.jpg,monarch,48662,345736767,630120306,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345737396_630121600.jpg,monarch,48662,345737396,630121600,858,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345737962_630122787.jpg,monarch,48662,345737962,630122787,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345742546_630131303.jpg,monarch,48662,345742546,630131303,576,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345744277_630134228.jpg,monarch,48662,345744277,630134228,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345759387_630164293.jpg,monarch,48662,345759387,630164293,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345760073_630166132.jpg,monarch,48662,345760073,630166132,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345760973_630167775.jpg,monarch,48662,345760973,630167775,1024,768
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345764415_630173762.jpg,monarch,48662,345764415,630173762,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345765451_630175712.jpg,monarch,48662,345765451,630175712,576,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345771524_630187646.jpg,monarch,48662,345771524,630187646,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345774645_630193986.jpg,monarch,48662,345774645,630193986,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345784956_630214693.jpg,monarch,48662,345784956,630214693,1024,768
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345785555_630215668.jpg,monarch,48662,345785555,630215668,1024,768
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345788263_630221031.jpg,monarch,48662,345788263,630221031,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345789067_630222536.jpg,monarch,48662,345789067,630222536,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345789251_630223045.jpg,monarch,48662,345789251,630223045,918,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345796028_630235276.jpg,monarch,48662,345796028,630235276,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345797107_630237299.jpg,monarch,48662,345797107,630237299,1024,683
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345798959_630240899.jpg,monarch,48662,345798959,630240899,1024,940
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345799134_630241330.jpg,monarch,48662,345799134,630241330,1024,875
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345801675_630246979.jpg,monarch,48662,345801675,630246979,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345803014_630249811.jpg,monarch,48662,345803014,630249811,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345803322_630245308.jpg,monarch,48662,345803322,630245308,1022,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345803911_630251643.jpg,monarch,48662,345803911,630251643,576,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345804542_630252847.jpg,monarch,48662,345804542,630252847,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345804664_630253196.jpg,monarch,48662,345804664,630253196,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345804741_630253306.jpg,monarch,48662,345804741,630253306,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345804937_630253522.jpg,monarch,48662,345804937,630253522,793,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345805168_630253971.jpg,monarch,48662,345805168,630253971,768,1024
C:\Users\фвьшт\PycharmProjects\butterfly_classifier\scripts\data\raw\monarch\monarch_345805761_630255195.jpg,monarch,48662,345805761,630255195,957,1024
